name,album,artist,id,popularity,mood
Summer Boredom,Solo Piano,Ella van der Woude,1B96GJer0xmo0t9rZg5V4c,29,Calm
Summer-Blink,Treasure Hiding: The Fontana Years,Cocteau Twins,66epoq09V61hukB4Sdm3Q4,22,Sad
Sun In Our Eyes - Don Diablo Remix,Sun In Our Eyes (Don Diablo Remix),MØ,1Cfws8y490Zpsqsyeme6V1,55,Happy
Sunspots,Comforter,Bodywash,2yNeqUczAqpKSo8vFF00CR,7,Sad
Supermarket,Manuela,Manuela,2K1OMOjqHBoJf3NT4J6meQ,17,Sad
Supersonic (feat. Christian Burns),Supersonic (feat. Christian Burns),Swanky Tunes,2d0UsAbvuAiCyR4oV6fiOq,52,Energetic
Superstition,Number 1's,Stevie Wonder,4dwrL3Z5U2RZ6MZiKE2PgL,1,Happy
Surrender,Surrender,Natalie Taylor,0ecC8p17cDNlxHXkuYqeR6,84,Sad
Swerve City,Koi No Yokan,Deftones,2OUR8g12h5qsGDs1v5lqvp,55,Energetic
Take Everything,Take Everything,Gareth Emery,2L93hpsnJ8scBHIQFZzh1b,54,Happy
Take on Me,Hunting High and Low,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,84,Happy
Takeoff,Takeoff,Silo Silo,4iKSrwTBu0vLSqmZUXSGXr,53,Calm
Talking In Your Sleep,In Heat,The Romantics,7fRvtXvJMpGfTLdF0M09a1,61,Happy
Target,Target,Tom Kalani,60tHXabTlAhzlkXRDWl9cp,55,Calm
Teardrop - Remastered 2006,Bite Size Massive Attack,Massive Attack,1ZekzmhuM380sFcUZePjmL,0,Sad
Teardrops - Single Version,Music For Groovin',Various Artists,5HiKQLlJ3LAuz8J9yHB0HX,60,Happy
Tears Don't Fall,The Poison,Bullet For My Valentine,1kdiiFGX1Htx0aVZYaDwEJ,61,Energetic
Teenage Dirtbag,Wheatus,Wheatus,25FTMokYEbEWHEdss5JLZS,68,Happy
Tegel,Tegel,Lambert,5Vh9sUjTiivWtvKmif40wy,42,Calm
Telling Tales,Telling Tales,Song Sung,3AfZWVkAf2ipi68BMVvfwq,36,Sad
Thank You for the Venom,Three Cheers for Sweet Revenge,My Chemical Romance,0BpKPyXhWsTaWkgXeOd1Sn,61,Energetic
The A Team,The A Team,Ed Sheeran,2vBF8A6n0REigm7RSUM65S,34,Sad
The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,2iAq1y8jEVOQM6OA8L0XtO,0,Happy
The Calvary Cross,Live in Studio,Still Corners,65IP0rTvP6hFkIUNODG2VK,32,Sad
The Choice,The Last of Us,Gustavo Santaolalla,2IXJyG1DX93g2EhFXghz37,59,Calm
The Dazzler,Ex:Re,Ex:Re,12oa6kHYN9FamPdcpSM54i,0,Sad
The Disappearance of the Unmoved Mover,The Disappearance of the Unmoved Mover,So Vea,62uEGHla1SOT2rhVAyMn6K,54,Calm
The Discovery,The Discovery,Sulfur Springs,5NKK0t7lYlyDsT5auDYKmq,55,Calm
The Dreamer,The Dreamer,Charles Bolt,3XnQ3OqmfvP5Sh6gACEKnG,55,Calm
The Five Times I Loved You,Pyramid Train,Cora Zea,0W4RUo3m0jL0wHADS0PLme,50,Calm
The Funeral,The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Various Artists,4Ao5JXfOIMJGlVo8sJpjFr,0,Sad
The Good in Goodbye (Alternate Version),The Good in Goodbye (Alternate Version),Alexander Wren,4IUfRZY8k9MHRsStnjMTUb,40,Sad
The Hardest Button To Button,Elephant,The White Stripes,5vVwPth7ccUHil5wsUG7ky,56,Energetic
The Hell Song,All The Good Sh**. 14 Solid Gold Hits (2000-2008),Sum 41,2iyriVrfEXWD7YRfPqub7l,37,Energetic
The Hummingbird,The Hummingbird,Barry Adamson,60Rodg2E5ghUbYBrBFr0TA,0,Sad
The Hunger,The Hunger,Bat For Lashes,7AaSbMyCeUxcGsvCmzmfEJ,26,Sad
The Joker,The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,77,Happy
The King (with Dzeko),The King (with Dzeko),Dimitri Vangelis & Wyman,40UbcJWyWPqOWFvv4Dpvfc,59,Energetic
The Message,Slow Air,Still Corners,3oLJlBI7OveRtPOuMe4oaM,53,Sad
The Mind's Eye,This Ascension is Ours,Song Sung,1igVdCr2mrzwu2lHxUbJWn,26,Sad
The Night We Met,Strange Trails,Lord Huron,6mORGLOz79w6VsCRLWYYuK,17,Sad
The Night We Met - Rework,The Night We Met,Nico Casal,6lUDMNgZEaXVprnVgoprfT,31,Calm
The Safety Dance,Greatest,Men Without Hats,5O4NFbDqJ8SOfbjnIhdPDt,61,Happy
The Snail’s Teachings II: The Wonders of,In Between (B-Side),Steven Vrancken,2plPRo1J2A2erccAh1eJMB,37,Calm
The Temporary,The Temporary,Kate Teague,5g5dwJD6zwXG81LRdEsnQr,36,Sad
The Times Are Tired,Views from Sixteen Stories,Alaskan Tapes,1c6aKOdOoR1TFqn0JTyc4R,26,Calm
The Wall,The Wall,Alok,0Qp1IH1EkRCNabfgzxNMUT,59,Energetic
There For You,There For You,Gorgon City,4Qv71lFPCObf7zol1uWCJb,68,Energetic
Thin White Duchess,Thin White Duchess,Martin Thulin,0QevFRZ5eiXah4VZWeviK4,28,Sad
Thirteen Thirty-Five,This Silence Kills,Dillon,3N2vr4m44BBZiVCZ0O4bnf,0,Sad
This Reminds You - Satie Remix,This Reminds You,Remy Van Kesteren,7sJm369JitaQLnkymEMe7f,0,Calm
Throw Me a Bone,Throw Me a Bone,Goat Girl,5fw57RymBIg7ys4M8tWJ5H,26,Sad
Tilted Towers,Tilted Towers,Alesso,5hdAQegqnitMjNacfLOHQd,50,Happy
Time Out,Time Out,Amoll,4CYsf9MUjowxTMTVT39hTL,32,Calm
Time Travel,Rooftops,AMBIE,2ENH05Q7PkilEF6WujXNjG,39,Calm
Tiptoeing,Tiptoeing,Jacco Wynia,28nLvoHu6NbkHNPmoxR8uD,37,Calm
To Build A Home,Ma Fleur,The Cinematic Orchestra,54KFQB6N4pn926IUUYZGzK,72,Sad
To The Hilt,To The Hilt,BANKS,41bqxcnDRcYsBJnJKtPCdp,42,Sad
To the Moon,To the Moon,Junodream,65AABj5XsDcxGT92w3jK0o,0,Sad
Tomorrow,Tomorrow,Annelie,6TcYEIp0uV6lxkmt4FCqf5,39,Calm
Toxic,Rattlesnake!,A Static Lullaby,34ccBqL3xNaCzPxr0UqoEw,49,Energetic
Transatlanticism,Transatlanticism,Death Cab for Cutie,3PJikMV2xGNCooQttQrAw5,0,Sad
Trastevere,Universo en Miniatura Vol. 1,Sebastián Escofet,3rRL23xxAPJ75K3wGBKZIO,52,Calm
Trees - Solo Piano,Trees,Patrick Hamilton,2SDxYHBST2s6dGodsgnNbM,31,Calm
Trying My Best,Trying My Best,Anson Seabra,06qUEhhx6jKQmhj2qAkn4H,68,Sad
Tu Vois,Tu Vois,Bram de Looze,5ewE85NIsYxn02MhetYKqs,0,Calm
Tubthumping,Tubthumper,Chumbawamba,6dL46HEj2hzaSach8EFyCi,0,Happy
Tuesday,Tuesday,Annelie,2GuchYit1FmdtXTxl6SbUE,47,Calm
Twist And Shout - Remastered 2009,Please Please Me (Remastered),The Beatles,5ZBeML7Lf3FMEVviTyvi8l,74,Happy
Two Princes,Pocket Full Of Kryptonite,Spin Doctors,4ePP9So5xRzspjLFVVbj90,72,Happy
UFOF,UFOF,Big Thief,0DZfBeJhOPyjhqoaTkE3kZ,0,Sad
Under A Killing Moon,The Artist In The Ambulance,Thrice,0XiivUyimrmkUyJkKiILPW,41,Energetic
Understudy,Understudy,Josie Mehlin,0Y41ZfnVaNRQp9dQiagwbC,51,Calm
Underwater - Tinlicker Remix,Underwater (Tinlicker Remix),Gabriel & Dresden,7ku9ctunOcfqWP6z04QTRY,53,Happy
Unintended,Showbiz,Muse,6kyxQuFD38mo4S3urD2Wkw,61,Sad
United,United,Armin van Buuren,27BMhzmPptTnpra962NgQh,33,Happy
Universe,Universe,Noah Vanden Abeele,0VrJzyZPEkz3VliJoU3w6A,25,Calm
Unmade,Unmade,Thom Yorke,4rXDPFpzMyUIdEpNWiwzYV,0,Sad
Up Against (Blackout),Louder Now (Deluxe),Taking Back Sunday,7dx3zyB8aQHd2LQm0u1lwS,0,Energetic
Uprising,The Resistance,Muse,4VqPOruhp5EdPBeR92t6lQ,75,Energetic
Used to Be,Used to Be,Jurrivh,0p44zFo2S1c50vmx0B7mPF,38,Calm
Vagabond,Vagabond,Steve Gunn,5gDZbPycrRPF5mC4voMg89,20,Sad
Vague,Envision,Amaranth Cove,3IOXceWmoCrTyl5TXFDzWu,59,Calm
Valse Lente,Valse Lente,Wilson Trouvé,6eTQcsb7NrdgPIZAHchT9k,31,Calm
Vamos,Vamos,Dimitri Vangelis & Wyman,0i6KOje3rNRSNPw0vy803g,42,Energetic
Venom,Venom,Dave202,4EvAP7MWnjDMkADXXEuF5t,42,Happy
Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,68,Sad
Video Killed The Radio Star,The Age Of Plastic,The Buggles,7o7E1nrHWncYY7PY94gCiX,71,Happy
Virtual Insanity - Remastered,High Times - The Singles 1992 - 2006,Jamiroquai,0dCr3qIupWh36ilLjRHi4P,0,Happy
Viva La Vida,Viva La Vida (Prospekt's March Edition),Coldplay,5S6pYZD8WH3OQapDHTDM9M,56,Happy
Voices,The Sickness (10th Anniversary Edition),Disturbed,47H4oc7Zkihwae7ST7F4zp,54,Energetic
Wait For Me,Wanderlust,Steve Brian,6laq4MxNrh2ZKZGLhB7G0V,52,Happy
Waiting,Skisser,Alice Boman,7eClkLWbrr3TorYedzaDkI,0,Sad
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,27YP211Rr8RezhiFVDLFI8,56,Energetic
Waiting On the World to Change,Continuum,John Mayer,5imShWWzwqfAJ9gXFpGAQh,74,Happy
Waiting like the Storm,Nocturne in Green,Rand Aldo,1CIIzFfELXMwLyKaGdpTul,52,Calm
War,Rivals,Kensington,3h1in20DlO5KaSP1vLED90,0,Happy
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,6AKWOVOJ81OQfsgxZbJ6QN,63,Energetic
Watching Clouds Disappear,Watching Clouds Disappear,Florejan,18HZyQSQdmtxv5i9YSHJTw,35,Calm
Water Colors,Water Colors,Star Slide,7rpGOF9MwCP2Oaz9yDO452,50,Calm
Water Lillies,Water Lillies,A Teardrop In The Lake,1sVIrkPZob1Ul6aIqy8n8z,49,Calm
Watersong,Wings Of Joy (Expanded Edition),Cranes,60kgQtJNMGRaFfzwy18XUY,35,Sad
Wave of Mutilation,Wave of Mutilation,Beacon,1BEljQOZPNNjsC3nfIAHxS,31,Sad
We Are Your Friends - Justice Vs Simian,We Are Your Friends,Simian,49ErwcBYfYRPNBdRuPvpYA,62,Happy
We Wait,For Their Love,Other Lives,3QeaXGKRvt8cfHdrfdk5pL,39,Sad
Welcome Home,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,42GP0xKtkolBnmqQRvSllO,64,Energetic
"Welcome Home, Son",Ghost,Radical Face,13PUJCvdTSCT1dn70tlGdm,0,Sad
What I Like About You,What I Like About You (And Other Romantic Hits),The Romantics,6NdcSEhpGGAYXNnnhGS2s6,68,Happy
What Should Have Been,What Should Have Been,Ron Verboom,0joCizO7Hg4JxL3o9mRAKA,30,Calm
What You Love You Must Love Now,Everywhere And Right Here,The Six Parts Seven,3L0fPX8biELkH57fF3Exkd,59,Calm
What's Good,What's Good,Fenne Lily,6OBl3esnGuz8PllwDWinWS,49,Sad
When The World Stood Still,When The World Stood Still,Florejan Verschueren,0w9rKPt8242huJZKFA1zGX,35,Calm
When They Come,When They Come,Threading Hair,100jBpD7nuiMriR7ErXQ9S,57,Calm
When You Left,When You Left,Rouge Haven,1uu52K2fxY7Hl4LQ8AtTyY,52,Calm
Where Your Mind Wants to Go - RONE Remix,Where Your Mind Wants to Go (RONE Remix),Blonde Redhead,4pODZqgdj6Iwci7jruY5xf,14,Sad
While the Rest of the World Sleeps,While the Rest of the World Sleeps,Josh Kramer,4Hi0t9QQODb9k3aSM8SFb6,35,Calm
Whiskey In The Jar,"Garage, Inc.",Metallica,77gY3WsOnEsq9JOWgBmdLj,0,Energetic
White Lies,We Sound Electric,Stacy Crowne,0BvlCuNiWLE78NiZCiUxM7,18,Energetic
White Lies - Guy Arthur Remix,White Lies (The Remixes),The Him,1FoMWISq2KNqKappkrG5Yo,44,Energetic
White Sparks,White Sparks,Wilson Trouvé,7LF1XX9NNuvFtrRliJSEoh,30,Calm
Whitehaven,Whitehaven,Martèn LeGrand,2WuNoTD5hLhu1yVgMarTFq,28,Calm
Why Can't We Be Friends?,Why Can't We Be Friends?,War,413T0g8pNNXYX6t5RqHvx7,58,Happy
Wild Trails,Wild Trails,Epi-Soothe,2urxHALnoeVxG82o57q0ny,52,Calm
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,2Fgo49RzWsVWKcwAksPWq8,35,Energetic
Willet,Swan,Dust Follows,6UesrqZXshkMjY07kVnlkU,48,Calm
Winter Scenery,Winter Scenery,Wilson Trouvé,2F4iGuSSSRWpYCeWN4SoRr,29,Calm
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,70,Sad
Wish You Were Here - 2011 Remastered Version,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,1wHSxWBfPr3GO31y8KGrWe,0,Sad
Wished,Wished,Sorry,4wIBISN9EpHsQI90SbLhad,28,Sad
Without,Inertia,The Exies,4qguRyO5RJexa48AuRwkLZ,19,Energetic
Wolkendans,Soms Alleen,Doeke,3BuuxHhwQ4AQvDA9dzvSry,32,Calm
Wonderful Together (feat. Envy Monroe),Wonderful Together (feat. Envy Monroe),Blasterjaxx,3UaStdVN7y9A6ktTmkFDTk,53,Happy
Wonderwall,(What's the Story) Morning Glory?,Oasis,79RUMZfMNMpqZnswovvTqv,15,Happy
Woodland Heart,Woodland Heart,Ghost Of Summer,1z7GhYG0KqAmebdLfuoYho,53,Calm
Words I Heard,Words I Heard,Julia Holter,12nUGGcjJgQYkGawzk0rJp,18,Sad
Worlds Collide - Edison Cole Remix,Worlds Collide (Remixes),NERVO,3JqpIjrQfmW68YkpxXWPL4,55,Happy
Would You Rather,Stranger in the Alps,Phoebe Bridgers,4ctEt5qumxA8RuzdeQagkk,49,Sad
Wrong Way,Sublime Greatest Hits,Sublime,6uUqBB6wXrcIJWssTRfIYE,1,Energetic
Yam Yam,Yam Yam,No Vacation,1j56M8iOGH48yuKqj64qGK,0,Sad
You Are Safe With Me,delta/alpha,Jef Martens,4t2XUVB63KvQWeAlAaaqAz,35,Calm
You Can't Rely on My Love,You Can't Rely on My Love,Mordkey,6Nl2wvFyKjiyPKrhE4Rth1,52,Happy
You Get What You Give,Maybe You've Been Brainwashed Too,New Radicals,32lF1rsInDTdK6Av3KdfaY,1,Happy
You Were Bored,You Were Bored,Loyal Lobos,5BIWF6L3DnPkcuEuZmLHDz,36,Sad
"You're Gonna Go Far, Kid",21 Alt Rock Anthems,Various Artists,7oypoJJHZOALqQlGKpTefk,0,Energetic
You're My Best Friend - Remastered 2011,Queen 40 Limited Edition Collector's Box Set,Queen,4vEXJ6NvEwS8ptynkNswaa,57,Happy
Your Turn Now,Your Turn Now,Aaron Smith,6Ij1Soe86rp6D9YsxwCz9N,49,Sad
Youth,The Wild Youth EP,Daughter,1JDMO4EVPHtm0xXhJb2IjR,0,Sad
alpha waves,alpha waves,Eucalyptic,5ZCW5CDwhfXJGL2MzxGwhx,59,Calm
blue,blue,Kamal.,7pt64sepCy5QmDrgy9wOJS,58,Sad
coeur noir,coeur noir,Leo Nocta,0JsYp2UosjQpePYbHCvXWZ,34,Calm
comethru,"summer,",Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,78,Sad
cry on airplanes,cry on airplanes,Julian,1elEZGOMFRU5n7bnOtUaqi,40,Sad
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,68,Sad
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,88,Sad
mellow,sleep escape,cloudcrush,1yJXNOEP2bq1N1691n37oS,48,Calm
no song without you,no song without you,HONNE,3KKUf8F2hktFscLgbH4YwR,75,Sad
pass you by,the voicenotes,Alaina Castillo,4NVwMupCTfITPXetR5aozp,60,Sad
the frost,sentience,praam,7l4b5JYnl1WwUfvJgKmUwr,35,Calm
the theme song,notion,Teodor Wolgers,3n2QaRyg5nTg5Cwwq5mw3Q,36,Calm
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,87,Sad
windcatcher,windcatcher,Leo Nocta,59VApBbrS2IADQk4ml5mdo,36,Calm
yellow is the color of her eyes,yellow is the color of her eyes,Soccer Mommy,4D3nttJPU6L0M2epr7sId6,5,Sad
you broke me first,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,87,Sad
you were good to me,brent,Jeremy Zucker,4CxFN5zON70B3VOPBYbd6P,76,Sad
æfre,æfre,praam,2irbT1BSYaIEF44PlyKaoM,41,Calm
